instant_hourly,dteday,season_hourly,yr_hourly,mnth_hourly,hr,holiday_hourly,weekday_hourly,workingday_hourly,weathersit_hourly,temp_hourly,atemp_hourly,hum_hourly,windspeed_hourly,casual_hourly,registered_hourly,cnt_hourly,instant_daily,season_daily,yr_daily,mnth_daily,holiday_daily,weekday_daily,workingday_daily,weathersit_daily,temp_daily,atemp_daily,hum_daily,windspeed_daily,casual_daily,registered_daily,cnt_daily,recency
11814,2012-05-12,2,1,5,10,0,6,0,1,0.56,0.5303,0.49,0.0896,132,279,411,498,2,1,5,0,6,0,1,0.564167,0.544817,0.480417,0.123133,2622,4807,7429,233
11815,2012-05-12,2,1,5,11,0,6,0,1,0.62,0.6212,0.41,0.0896,157,365,522,498,2,1,5,0,6,0,1,0.564167,0.544817,0.480417,0.123133,2622,4807,7429,233
11816,2012-05-12,2,1,5,12,0,6,0,1,0.64,0.6212,0.36,0.1642,206,353,559,498,2,1,5,0,6,0,1,0.564167,0.544817,0.480417,0.123133,2622,4807,7429,233
11817,2012-05-12,2,1,5,13,0,6,0,1,0.64,0.6212,0.36,0.194,293,366,659,498,2,1,5,0,6,0,1,0.564167,0.544817,0.480417,0.123133,2622,4807,7429,233
11818,2012-05-12,2,1,5,14,0,6,0,1,0.66,0.6212,0.36,0.194,257,358,615,498,2,1,5,0,6,0,1,0.564167,0.544817,0.480417,0.123133,2622,4807,7429,233
11819,2012-05-12,2,1,5,15,0,6,0,1,0.68,0.6212,0.24,0.194,269,321,590,498,2,1,5,0,6,0,1,0.564167,0.544817,0.480417,0.123133,2622,4807,7429,233
11820,2012-05-12,2,1,5,16,0,6,0,2,0.7,0.6364,0.21,0.194,254,337,591,498,2,1,5,0,6,0,1,0.564167,0.544817,0.480417,0.123133,2622,4807,7429,233
11821,2012-05-12,2,1,5,17,0,6,0,2,0.66,0.6212,0.36,0.194,233,343,576,498,2,1,5,0,6,0,1,0.564167,0.544817,0.480417,0.123133,2622,4807,7429,233
11822,2012-05-12,2,1,5,18,0,6,0,2,0.66,0.6212,0.31,0.194,164,382,546,498,2,1,5,0,6,0,1,0.564167,0.544817,0.480417,0.123133,2622,4807,7429,233
11823,2012-05-12,2,1,5,19,0,6,0,2,0.64,0.6212,0.36,0.1642,166,273,439,498,2,1,5,0,6,0,1,0.564167,0.544817,0.480417,0.123133,2622,4807,7429,233
11824,2012-05-12,2,1,5,20,0,6,0,1,0.62,0.6212,0.46,0.1642,113,174,287,498,2,1,5,0,6,0,1,0.564167,0.544817,0.480417,0.123133,2622,4807,7429,233
11825,2012-05-12,2,1,5,21,0,6,0,2,0.6,0.6061,0.6,0.1343,74,156,230,498,2,1,5,0,6,0,1,0.564167,0.544817,0.480417,0.123133,2622,4807,7429,233
11826,2012-05-12,2,1,5,22,0,6,0,1,0.56,0.5303,0.68,0.1343,62,212,274,498,2,1,5,0,6,0,1,0.564167,0.544817,0.480417,0.123133,2622,4807,7429,233
11827,2012-05-12,2,1,5,23,0,6,0,1,0.58,0.5455,0.56,0.0896,42,134,176,498,2,1,5,0,6,0,1,0.564167,0.544817,0.480417,0.123133,2622,4807,7429,233
11828,2012-05-13,2,1,5,0,0,0,0,1,0.56,0.5303,0.64,0.1642,19,79,98,499,2,1,5,0,0,0,1,0.6125,0.585238,0.57625,0.225117,2172,3946,6118,232
11829,2012-05-13,2,1,5,1,0,0,0,2,0.54,0.5152,0.68,0.1343,22,72,94,499,2,1,5,0,0,0,1,0.6125,0.585238,0.57625,0.225117,2172,3946,6118,232
11830,2012-05-13,2,1,5,2,0,0,0,2,0.54,0.5152,0.68,0.1642,22,60,82,499,2,1,5,0,0,0,1,0.6125,0.585238,0.57625,0.225117,2172,3946,6118,232
11831,2012-05-13,2,1,5,3,0,0,0,2,0.54,0.5152,0.64,0.1343,2,26,28,499,2,1,5,0,0,0,1,0.6125,0.585238,0.57625,0.225117,2172,3946,6118,232
11832,2012-05-13,2,1,5,4,0,0,0,2,0.54,0.5152,0.68,0.194,2,7,9,499,2,1,5,0,0,0,1,0.6125,0.585238,0.57625,0.225117,2172,3946,6118,232
11833,2012-05-13,2,1,5,5,0,0,0,1,0.52,0.5,0.72,0.194,4,8,12,499,2,1,5,0,0,0,1,0.6125,0.585238,0.57625,0.225117,2172,3946,6118,232
11834,2012-05-13,2,1,5,6,0,0,0,1,0.52,0.5,0.68,0.1642,6,15,21,499,2,1,5,0,0,0,1,0.6125,0.585238,0.57625,0.225117,2172,3946,6118,232
11835,2012-05-13,2,1,5,7,0,0,0,1,0.52,0.5,0.68,0.1642,18,42,60,499,2,1,5,0,0,0,1,0.6125,0.585238,0.57625,0.225117,2172,3946,6118,232
11836,2012-05-13,2,1,5,8,0,0,0,1,0.56,0.5303,0.64,0.1642,32,124,156,499,2,1,5,0,0,0,1,0.6125,0.585238,0.57625,0.225117,2172,3946,6118,232
11837,2012-05-13,2,1,5,9,0,0,0,1,0.6,0.6212,0.56,0.1343,79,143,222,499,2,1,5,0,0,0,1,0.6125,0.585238,0.57625,0.225117,2172,3946,6118,232
11838,2012-05-13,2,1,5,10,0,0,0,1,0.6,0.6061,0.6,0.2537,128,222,350,499,2,1,5,0,0,0,1,0.6125,0.585238,0.57625,0.225117,2172,3946,6118,232
11839,2012-05-13,2,1,5,11,0,0,0,1,0.62,0.6212,0.57,0.2537,150,278,428,499,2,1,5,0,0,0,1,0.6125,0.585238,0.57625,0.225117,2172,3946,6118,232
11840,2012-05-13,2,1,5,12,0,0,0,1,0.64,0.6212,0.57,0.2239,189,342,531,499,2,1,5,0,0,0,1,0.6125,0.585238,0.57625,0.225117,2172,3946,6118,232
11841,2012-05-13,2,1,5,13,0,0,0,1,0.68,0.6364,0.54,0.2537,255,347,602,499,2,1,5,0,0,0,1,0.6125,0.585238,0.57625,0.225117,2172,3946,6118,232
11842,2012-05-13,2,1,5,14,0,0,0,1,0.7,0.6515,0.48,0.1343,228,324,552,499,2,1,5,0,0,0,1,0.6125,0.585238,0.57625,0.225117,2172,3946,6118,232
11843,2012-05-13,2,1,5,15,0,0,0,1,0.72,0.6515,0.45,0.3582,190,309,499,499,2,1,5,0,0,0,1,0.6125,0.585238,0.57625,0.225117,2172,3946,6118,232
11844,2012-05-13,2,1,5,16,0,0,0,1,0.72,0.6515,0.42,0.2537,225,339,564,499,2,1,5,0,0,0,1,0.6125,0.585238,0.57625,0.225117,2172,3946,6118,232
11845,2012-05-13,2,1,5,17,0,0,0,1,0.7,0.6364,0.45,0.4179,191,287,478,499,2,1,5,0,0,0,1,0.6125,0.585238,0.57625,0.225117,2172,3946,6118,232
11846,2012-05-13,2,1,5,18,0,0,0,2,0.68,0.6364,0.44,0.3582,129,260,389,499,2,1,5,0,0,0,1,0.6125,0.585238,0.57625,0.225117,2172,3946,6118,232
11847,2012-05-13,2,1,5,19,0,0,0,2,0.66,0.6212,0.5,0.4179,107,232,339,499,2,1,5,0,0,0,1,0.6125,0.585238,0.57625,0.225117,2172,3946,6118,232
11848,2012-05-13,2,1,5,20,0,0,0,2,0.66,0.6212,0.5,0.2836,67,163,230,499,2,1,5,0,0,0,1,0.6125,0.585238,0.57625,0.225117,2172,3946,6118,232
11849,2012-05-13,2,1,5,21,0,0,0,2,0.64,0.6212,0.53,0.194,48,121,169,499,2,1,5,0,0,0,1,0.6125,0.585238,0.57625,0.225117,2172,3946,6118,232
11850,2012-05-13,2,1,5,22,0,0,0,2,0.62,0.6061,0.61,0.1642,42,89,131,499,2,1,5,0,0,0,1,0.6125,0.585238,0.57625,0.225117,2172,3946,6118,232
11851,2012-05-13,2,1,5,23,0,0,0,2,0.62,0.6212,0.57,0.2239,17,57,74,499,2,1,5,0,0,0,1,0.6125,0.585238,0.57625,0.225117,2172,3946,6118,232
11852,2012-05-14,2,1,5,0,0,1,1,2,0.6,0.6212,0.56,0.2537,21,14,35,500,2,1,5,0,1,1,2,0.573333,0.5499,0.789583,0.212692,342,2501,2843,231
11853,2012-05-14,2,1,5,1,0,1,1,2,0.6,0.6061,0.6,0.2836,5,6,11,500,2,1,5,0,1,1,2,0.573333,0.5499,0.789583,0.212692,342,2501,2843,231
11854,2012-05-14,2,1,5,2,0,1,1,1,0.6,0.6061,0.6,0.2985,1,1,2,500,2,1,5,0,1,1,2,0.573333,0.5499,0.789583,0.212692,342,2501,2843,231
11855,2012-05-14,2,1,5,3,0,1,1,2,0.58,0.5455,0.68,0.3284,0,2,2,500,2,1,5,0,1,1,2,0.573333,0.5499,0.789583,0.212692,342,2501,2843,231
11856,2012-05-14,2,1,5,4,0,1,1,2,0.54,0.5152,0.77,0.2239,3,3,6,500,2,1,5,0,1,1,2,0.573333,0.5499,0.789583,0.212692,342,2501,2843,231
11857,2012-05-14,2,1,5,5,0,1,1,2,0.54,0.5152,0.77,0.1642,1,25,26,500,2,1,5,0,1,1,2,0.573333,0.5499,0.789583,0.212692,342,2501,2843,231
11858,2012-05-14,2,1,5,6,0,1,1,3,0.52,0.5,0.94,0.2985,3,62,65,500,2,1,5,0,1,1,2,0.573333,0.5499,0.789583,0.212692,342,2501,2843,231
11859,2012-05-14,2,1,5,7,0,1,1,3,0.52,0.5,0.94,0.194,3,72,75,500,2,1,5,0,1,1,2,0.573333,0.5499,0.789583,0.212692,342,2501,2843,231
11860,2012-05-14,2,1,5,8,0,1,1,3,0.54,0.5152,0.88,0.2239,1,155,156,500,2,1,5,0,1,1,2,0.573333,0.5499,0.789583,0.212692,342,2501,2843,231
11861,2012-05-14,2,1,5,9,0,1,1,3,0.54,0.5152,0.88,0.2836,5,105,110,500,2,1,5,0,1,1,2,0.573333,0.5499,0.789583,0.212692,342,2501,2843,231
11862,2012-05-14,2,1,5,10,0,1,1,3,0.54,0.5152,0.88,0.2537,6,53,59,500,2,1,5,0,1,1,2,0.573333,0.5499,0.789583,0.212692,342,2501,2843,231
11863,2012-05-14,2,1,5,11,0,1,1,2,0.56,0.5303,0.83,0.2239,12,67,79,500,2,1,5,0,1,1,2,0.573333,0.5499,0.789583,0.212692,342,2501,2843,231
11864,2012-05-14,2,1,5,12,0,1,1,2,0.56,0.5303,0.88,0.2836,53,132,185,500,2,1,5,0,1,1,2,0.573333,0.5499,0.789583,0.212692,342,2501,2843,231
11865,2012-05-14,2,1,5,13,0,1,1,2,0.62,0.5909,0.73,0.2239,33,143,176,500,2,1,5,0,1,1,2,0.573333,0.5499,0.789583,0.212692,342,2501,2843,231
11866,2012-05-14,2,1,5,14,0,1,1,2,0.62,0.5909,0.73,0.2537,43,128,171,500,2,1,5,0,1,1,2,0.573333,0.5499,0.789583,0.212692,342,2501,2843,231
11867,2012-05-14,2,1,5,15,0,1,1,2,0.62,0.5909,0.73,0.1642,40,156,196,500,2,1,5,0,1,1,2,0.573333,0.5499,0.789583,0.212692,342,2501,2843,231
11868,2012-05-14,2,1,5,16,0,1,1,3,0.62,0.6061,0.69,0.2836,20,91,111,500,2,1,5,0,1,1,2,0.573333,0.5499,0.789583,0.212692,342,2501,2843,231
11869,2012-05-14,2,1,5,17,0,1,1,3,0.56,0.5303,0.88,0.2537,25,204,229,500,2,1,5,0,1,1,2,0.573333,0.5499,0.789583,0.212692,342,2501,2843,231
11870,2012-05-14,2,1,5,18,0,1,1,2,0.58,0.5455,0.83,0.0,17,283,300,500,2,1,5,0,1,1,2,0.573333,0.5499,0.789583,0.212692,342,2501,2843,231
11871,2012-05-14,2,1,5,19,0,1,1,3,0.58,0.5455,0.88,0.1343,10,294,304,500,2,1,5,0,1,1,2,0.573333,0.5499,0.789583,0.212692,342,2501,2843,231
11872,2012-05-14,2,1,5,20,0,1,1,2,0.58,0.5455,0.88,0.194,11,178,189,500,2,1,5,0,1,1,2,0.573333,0.5499,0.789583,0.212692,342,2501,2843,231
11873,2012-05-14,2,1,5,21,0,1,1,2,0.58,0.5455,0.83,0.0896,7,145,152,500,2,1,5,0,1,1,2,0.573333,0.5499,0.789583,0.212692,342,2501,2843,231
11874,2012-05-14,2,1,5,22,0,1,1,2,0.58,0.5455,0.78,0.0896,11,118,129,500,2,1,5,0,1,1,2,0.573333,0.5499,0.789583,0.212692,342,2501,2843,231
11875,2012-05-14,2,1,5,23,0,1,1,2,0.58,0.5455,0.78,0.1045,11,64,75,500,2,1,5,0,1,1,2,0.573333,0.5499,0.789583,0.212692,342,2501,2843,231
11876,2012-05-15,2,1,5,0,0,2,1,2,0.56,0.5303,0.88,0.1343,7,25,32,501,2,1,5,0,2,1,2,0.611667,0.576404,0.794583,0.147392,625,4490,5115,230
11877,2012-05-15,2,1,5,1,0,2,1,3,0.56,0.5303,0.88,0.1343,5,14,19,501,2,1,5,0,2,1,2,0.611667,0.576404,0.794583,0.147392,625,4490,5115,230
11878,2012-05-15,2,1,5,2,0,2,1,2,0.56,0.5303,0.88,0.1343,1,3,4,501,2,1,5,0,2,1,2,0.611667,0.576404,0.794583,0.147392,625,4490,5115,230
11879,2012-05-15,2,1,5,3,0,2,1,3,0.58,0.5455,0.83,0.1343,1,5,6,501,2,1,5,0,2,1,2,0.611667,0.576404,0.794583,0.147392,625,4490,5115,230
11880,2012-05-15,2,1,5,4,0,2,1,3,0.56,0.5303,0.94,0.0,1,4,5,501,2,1,5,0,2,1,2,0.611667,0.576404,0.794583,0.147392,625,4490,5115,230
11881,2012-05-15,2,1,5,5,0,2,1,3,0.56,0.5303,0.94,0.2239,0,8,8,501,2,1,5,0,2,1,2,0.611667,0.576404,0.794583,0.147392,625,4490,5115,230
11882,2012-05-15,2,1,5,6,0,2,1,3,0.56,0.5303,0.94,0.2239,2,22,24,501,2,1,5,0,2,1,2,0.611667,0.576404,0.794583,0.147392,625,4490,5115,230
11883,2012-05-15,2,1,5,7,0,2,1,3,0.56,0.5303,0.94,0.1343,1,91,92,501,2,1,5,0,2,1,2,0.611667,0.576404,0.794583,0.147392,625,4490,5115,230
11884,2012-05-15,2,1,5,8,0,2,1,2,0.58,0.5455,0.88,0.0896,8,401,409,501,2,1,5,0,2,1,2,0.611667,0.576404,0.794583,0.147392,625,4490,5115,230
11885,2012-05-15,2,1,5,9,0,2,1,2,0.58,0.5455,0.88,0.0896,28,327,355,501,2,1,5,0,2,1,2,0.611667,0.576404,0.794583,0.147392,625,4490,5115,230
11886,2012-05-15,2,1,5,10,0,2,1,1,0.62,0.5909,0.78,0.1045,27,144,171,501,2,1,5,0,2,1,2,0.611667,0.576404,0.794583,0.147392,625,4490,5115,230
11887,2012-05-15,2,1,5,11,0,2,1,1,0.64,0.5909,0.78,0.194,38,186,224,501,2,1,5,0,2,1,2,0.611667,0.576404,0.794583,0.147392,625,4490,5115,230
11888,2012-05-15,2,1,5,12,0,2,1,1,0.64,0.6061,0.73,0.194,44,220,264,501,2,1,5,0,2,1,2,0.611667,0.576404,0.794583,0.147392,625,4490,5115,230
11889,2012-05-15,2,1,5,13,0,2,1,3,0.64,0.6061,0.73,0.194,35,204,239,501,2,1,5,0,2,1,2,0.611667,0.576404,0.794583,0.147392,625,4490,5115,230
11890,2012-05-15,2,1,5,14,0,2,1,2,0.64,0.6061,0.73,0.194,39,145,184,501,2,1,5,0,2,1,2,0.611667,0.576404,0.794583,0.147392,625,4490,5115,230
11891,2012-05-15,2,1,5,15,0,2,1,2,0.7,0.6515,0.61,0.0896,51,205,256,501,2,1,5,0,2,1,2,0.611667,0.576404,0.794583,0.147392,625,4490,5115,230
11892,2012-05-15,2,1,5,16,0,2,1,1,0.68,0.6364,0.65,0.1642,74,300,374,501,2,1,5,0,2,1,2,0.611667,0.576404,0.794583,0.147392,625,4490,5115,230
11893,2012-05-15,2,1,5,17,0,2,1,1,0.68,0.6364,0.65,0.1045,75,603,678,501,2,1,5,0,2,1,2,0.611667,0.576404,0.794583,0.147392,625,4490,5115,230
11894,2012-05-15,2,1,5,18,0,2,1,1,0.7,0.6515,0.61,0.0896,68,665,733,501,2,1,5,0,2,1,2,0.611667,0.576404,0.794583,0.147392,625,4490,5115,230
11895,2012-05-15,2,1,5,19,0,2,1,1,0.66,0.6212,0.69,0.1642,57,455,512,501,2,1,5,0,2,1,2,0.611667,0.576404,0.794583,0.147392,625,4490,5115,230
11896,2012-05-15,2,1,5,20,0,2,1,3,0.64,0.6061,0.73,0.1343,30,233,263,501,2,1,5,0,2,1,2,0.611667,0.576404,0.794583,0.147392,625,4490,5115,230
11897,2012-05-15,2,1,5,21,0,2,1,3,0.64,0.6061,0.73,0.2836,11,98,109,501,2,1,5,0,2,1,2,0.611667,0.576404,0.794583,0.147392,625,4490,5115,230
11898,2012-05-15,2,1,5,22,0,2,1,1,0.58,0.5455,0.78,0.2239,9,74,83,501,2,1,5,0,2,1,2,0.611667,0.576404,0.794583,0.147392,625,4490,5115,230
11899,2012-05-15,2,1,5,23,0,2,1,3,0.56,0.5303,0.88,0.1045,13,58,71,501,2,1,5,0,2,1,2,0.611667,0.576404,0.794583,0.147392,625,4490,5115,230
11900,2012-05-16,2,1,5,0,0,3,1,2,0.58,0.5455,0.88,0.0,12,27,39,502,2,1,5,0,3,1,1,0.636667,0.595975,0.697917,0.122512,991,6433,7424,229
11901,2012-05-16,2,1,5,1,0,3,1,2,0.58,0.5455,0.88,0.1343,7,14,21,502,2,1,5,0,3,1,1,0.636667,0.595975,0.697917,0.122512,991,6433,7424,229
11902,2012-05-16,2,1,5,2,0,3,1,1,0.56,0.5303,0.94,0.194,5,14,19,502,2,1,5,0,3,1,1,0.636667,0.595975,0.697917,0.122512,991,6433,7424,229
11903,2012-05-16,2,1,5,3,0,3,1,1,0.56,0.5303,0.88,0.1045,1,5,6,502,2,1,5,0,3,1,1,0.636667,0.595975,0.697917,0.122512,991,6433,7424,229
11904,2012-05-16,2,1,5,4,0,3,1,1,0.54,0.5152,0.94,0.1343,1,3,4,502,2,1,5,0,3,1,1,0.636667,0.595975,0.697917,0.122512,991,6433,7424,229
11905,2012-05-16,2,1,5,5,0,3,1,1,0.54,0.5152,0.94,0.1045,4,34,38,502,2,1,5,0,3,1,1,0.636667,0.595975,0.697917,0.122512,991,6433,7424,229
11906,2012-05-16,2,1,5,6,0,3,1,1,0.54,0.5152,0.94,0.0896,8,150,158,502,2,1,5,0,3,1,1,0.636667,0.595975,0.697917,0.122512,991,6433,7424,229
11907,2012-05-16,2,1,5,7,0,3,1,1,0.56,0.5303,0.83,0.0,14,426,440,502,2,1,5,0,3,1,1,0.636667,0.595975,0.697917,0.122512,991,6433,7424,229
11908,2012-05-16,2,1,5,8,0,3,1,1,0.58,0.5455,0.83,0.0,33,617,650,502,2,1,5,0,3,1,1,0.636667,0.595975,0.697917,0.122512,991,6433,7424,229
11909,2012-05-16,2,1,5,9,0,3,1,2,0.6,0.5758,0.78,0.1343,33,314,347,502,2,1,5,0,3,1,1,0.636667,0.595975,0.697917,0.122512,991,6433,7424,229
11910,2012-05-16,2,1,5,10,0,3,1,1,0.66,0.6212,0.61,0.0,43,149,192,502,2,1,5,0,3,1,1,0.636667,0.595975,0.697917,0.122512,991,6433,7424,229
11911,2012-05-16,2,1,5,11,0,3,1,1,0.7,0.6515,0.54,0.1343,55,212,267,502,2,1,5,0,3,1,1,0.636667,0.595975,0.697917,0.122512,991,6433,7424,229
11912,2012-05-16,2,1,5,12,0,3,1,1,0.7,0.6515,0.54,0.194,59,271,330,502,2,1,5,0,3,1,1,0.636667,0.595975,0.697917,0.122512,991,6433,7424,229
11913,2012-05-16,2,1,5,13,0,3,1,1,0.72,0.6515,0.42,0.0,77,273,350,502,2,1,5,0,3,1,1,0.636667,0.595975,0.697917,0.122512,991,6433,7424,229
11914,2012-05-16,2,1,5,14,0,3,1,1,0.72,0.6515,0.42,0.0896,42,221,263,502,2,1,5,0,3,1,1,0.636667,0.595975,0.697917,0.122512,991,6433,7424,229
11915,2012-05-16,2,1,5,15,0,3,1,2,0.72,0.6667,0.48,0.1045,52,222,274,502,2,1,5,0,3,1,1,0.636667,0.595975,0.697917,0.122512,991,6433,7424,229
11916,2012-05-16,2,1,5,16,0,3,1,1,0.72,0.6515,0.45,0.1045,70,376,446,502,2,1,5,0,3,1,1,0.636667,0.595975,0.697917,0.122512,991,6433,7424,229
11917,2012-05-16,2,1,5,17,0,3,1,1,0.72,0.6667,0.51,0.194,104,769,873,502,2,1,5,0,3,1,1,0.636667,0.595975,0.697917,0.122512,991,6433,7424,229
11918,2012-05-16,2,1,5,18,0,3,1,1,0.72,0.6667,0.51,0.2239,97,749,846,502,2,1,5,0,3,1,1,0.636667,0.595975,0.697917,0.122512,991,6433,7424,229
11919,2012-05-16,2,1,5,19,0,3,1,1,0.7,0.6515,0.54,0.2836,91,499,590,502,2,1,5,0,3,1,1,0.636667,0.595975,0.697917,0.122512,991,6433,7424,229
11920,2012-05-16,2,1,5,20,0,3,1,1,0.66,0.6212,0.65,0.2537,61,398,459,502,2,1,5,0,3,1,1,0.636667,0.595975,0.697917,0.122512,991,6433,7424,229
11921,2012-05-16,2,1,5,21,0,3,1,1,0.64,0.6061,0.73,0.194,63,330,393,502,2,1,5,0,3,1,1,0.636667,0.595975,0.697917,0.122512,991,6433,7424,229
11922,2012-05-16,2,1,5,22,0,3,1,1,0.64,0.6061,0.73,0.1642,33,253,286,502,2,1,5,0,3,1,1,0.636667,0.595975,0.697917,0.122512,991,6433,7424,229
11923,2012-05-16,2,1,5,23,0,3,1,1,0.62,0.5909,0.78,0.1045,26,107,133,502,2,1,5,0,3,1,1,0.636667,0.595975,0.697917,0.122512,991,6433,7424,229
11924,2012-05-17,2,1,5,0,0,4,1,1,0.6,0.5758,0.78,0.1343,30,49,79,503,2,1,5,0,4,1,1,0.593333,0.572613,0.52,0.229475,1242,6142,7384,228
11925,2012-05-17,2,1,5,1,0,4,1,1,0.6,0.5606,0.83,0.1642,12,16,28,503,2,1,5,0,4,1,1,0.593333,0.572613,0.52,0.229475,1242,6142,7384,228
11926,2012-05-17,2,1,5,2,0,4,1,1,0.6,0.5758,0.78,0.1642,8,8,16,503,2,1,5,0,4,1,1,0.593333,0.572613,0.52,0.229475,1242,6142,7384,228
11927,2012-05-17,2,1,5,3,0,4,1,1,0.6,0.5909,0.73,0.2537,0,3,3,503,2,1,5,0,4,1,1,0.593333,0.572613,0.52,0.229475,1242,6142,7384,228
11928,2012-05-17,2,1,5,4,0,4,1,1,0.6,0.6061,0.64,0.3284,3,13,16,503,2,1,5,0,4,1,1,0.593333,0.572613,0.52,0.229475,1242,6142,7384,228
11929,2012-05-17,2,1,5,5,0,4,1,1,0.56,0.5303,0.68,0.3284,1,34,35,503,2,1,5,0,4,1,1,0.593333,0.572613,0.52,0.229475,1242,6142,7384,228
11930,2012-05-17,2,1,5,6,0,4,1,1,0.54,0.5152,0.73,0.3582,10,149,159,503,2,1,5,0,4,1,1,0.593333,0.572613,0.52,0.229475,1242,6142,7384,228
11931,2012-05-17,2,1,5,7,0,4,1,1,0.54,0.5152,0.73,0.3881,25,449,474,503,2,1,5,0,4,1,1,0.593333,0.572613,0.52,0.229475,1242,6142,7384,228
11932,2012-05-17,2,1,5,8,0,4,1,1,0.52,0.5,0.55,0.4478,29,605,634,503,2,1,5,0,4,1,1,0.593333,0.572613,0.52,0.229475,1242,6142,7384,228
11933,2012-05-17,2,1,5,9,0,4,1,1,0.54,0.5152,0.52,0.4179,57,289,346,503,2,1,5,0,4,1,1,0.593333,0.572613,0.52,0.229475,1242,6142,7384,228
11934,2012-05-17,2,1,5,10,0,4,1,1,0.56,0.5303,0.52,0.2537,43,162,205,503,2,1,5,0,4,1,1,0.593333,0.572613,0.52,0.229475,1242,6142,7384,228
11935,2012-05-17,2,1,5,11,0,4,1,1,0.58,0.5455,0.49,0.2239,77,202,279,503,2,1,5,0,4,1,1,0.593333,0.572613,0.52,0.229475,1242,6142,7384,228
11936,2012-05-17,2,1,5,12,0,4,1,1,0.6,0.6212,0.43,0.194,72,276,348,503,2,1,5,0,4,1,1,0.593333,0.572613,0.52,0.229475,1242,6142,7384,228
11937,2012-05-17,2,1,5,13,0,4,1,1,0.62,0.6212,0.41,0.194,86,241,327,503,2,1,5,0,4,1,1,0.593333,0.572613,0.52,0.229475,1242,6142,7384,228
11938,2012-05-17,2,1,5,14,0,4,1,1,0.64,0.6212,0.38,0.194,68,202,270,503,2,1,5,0,4,1,1,0.593333,0.572613,0.52,0.229475,1242,6142,7384,228
11939,2012-05-17,2,1,5,15,0,4,1,1,0.64,0.6212,0.36,0.2537,83,233,316,503,2,1,5,0,4,1,1,0.593333,0.572613,0.52,0.229475,1242,6142,7384,228
11940,2012-05-17,2,1,5,16,0,4,1,1,0.66,0.6212,0.31,0.194,86,344,430,503,2,1,5,0,4,1,1,0.593333,0.572613,0.52,0.229475,1242,6142,7384,228
11941,2012-05-17,2,1,5,17,0,4,1,1,0.66,0.6212,0.31,0.1343,133,719,852,503,2,1,5,0,4,1,1,0.593333,0.572613,0.52,0.229475,1242,6142,7384,228
11942,2012-05-17,2,1,5,18,0,4,1,1,0.66,0.6212,0.27,0.1642,134,734,868,503,2,1,5,0,4,1,1,0.593333,0.572613,0.52,0.229475,1242,6142,7384,228
11943,2012-05-17,2,1,5,19,0,4,1,1,0.64,0.6212,0.31,0.194,86,451,537,503,2,1,5,0,4,1,1,0.593333,0.572613,0.52,0.229475,1242,6142,7384,228
11944,2012-05-17,2,1,5,20,0,4,1,1,0.6,0.6212,0.4,0.194,83,363,446,503,2,1,5,0,4,1,1,0.593333,0.572613,0.52,0.229475,1242,6142,7384,228
11945,2012-05-17,2,1,5,21,0,4,1,1,0.58,0.5455,0.4,0.1045,45,254,299,503,2,1,5,0,4,1,1,0.593333,0.572613,0.52,0.229475,1242,6142,7384,228
11946,2012-05-17,2,1,5,22,0,4,1,1,0.56,0.5303,0.43,0.0896,42,209,251,503,2,1,5,0,4,1,1,0.593333,0.572613,0.52,0.229475,1242,6142,7384,228
11947,2012-05-17,2,1,5,23,0,4,1,1,0.54,0.5152,0.49,0.1343,29,137,166,503,2,1,5,0,4,1,1,0.593333,0.572613,0.52,0.229475,1242,6142,7384,228
11948,2012-05-18,2,1,5,0,0,5,1,1,0.52,0.5,0.59,0.1045,13,57,70,504,2,1,5,0,5,1,1,0.564167,0.551121,0.523333,0.136817,1521,6118,7639,227
11949,2012-05-18,2,1,5,1,0,5,1,1,0.5,0.4848,0.59,0.0896,16,33,49,504,2,1,5,0,5,1,1,0.564167,0.551121,0.523333,0.136817,1521,6118,7639,227
11950,2012-05-18,2,1,5,2,0,5,1,1,0.48,0.4697,0.67,0.1343,12,9,21,504,2,1,5,0,5,1,1,0.564167,0.551121,0.523333,0.136817,1521,6118,7639,227
11951,2012-05-18,2,1,5,3,0,5,1,1,0.46,0.4545,0.72,0.0896,6,8,14,504,2,1,5,0,5,1,1,0.564167,0.551121,0.523333,0.136817,1521,6118,7639,227
11952,2012-05-18,2,1,5,4,0,5,1,1,0.46,0.4545,0.77,0.1642,0,11,11,504,2,1,5,0,5,1,1,0.564167,0.551121,0.523333,0.136817,1521,6118,7639,227
11953,2012-05-18,2,1,5,5,0,5,1,1,0.46,0.4545,0.77,0.1045,1,33,34,504,2,1,5,0,5,1,1,0.564167,0.551121,0.523333,0.136817,1521,6118,7639,227
11954,2012-05-18,2,1,5,6,0,5,1,1,0.44,0.4394,0.77,0.1343,14,168,182,504,2,1,5,0,5,1,1,0.564167,0.551121,0.523333,0.136817,1521,6118,7639,227
11955,2012-05-18,2,1,5,7,0,5,1,1,0.46,0.4545,0.82,0.1045,40,475,515,504,2,1,5,0,5,1,1,0.564167,0.551121,0.523333,0.136817,1521,6118,7639,227
11956,2012-05-18,2,1,5,8,0,5,1,1,0.52,0.5,0.59,0.1343,49,696,745,504,2,1,5,0,5,1,1,0.564167,0.551121,0.523333,0.136817,1521,6118,7639,227
